TRAINING DATASET	HUMAN ENTREZ	MOUSE ENTREZ	MAPPING	SYM	SYNONYMS	DESCRIPTION	TARGETP	YEASTMITOHOMOLOG	RICKETTSIA_BLASTP_EXPECT	MITODOMAIN	PGC_INDUCTION	COEXPRESSION_GNF_N50	PROTEOMICS	MAESTRO_SCORE	MITOCARTA_cFDR	MITOCARTA_LIST	MCARTA_TYPE	NUM_MSMS_TISSUES	CHOMOSOME	START	STOP	PFAM_DOMAINS
	79042	66078	HomoloGene	TSEN34	LENG5|SEN34|SEN34L	tRNA splicing endonuclease 34 homolog (S. cerevisiae)	0			0	0	0		-6	82%	0			19	59386005	59389332	tRNA_int_endo
	55831	66087	HomoloGene	TMEM111	-	transmembrane protein 111	0			-2	1	3		-7	85%	0			3	9980635	10003523	DUF850
GO mito annotation	64757	66112	HomoloGene	MOSC1	FLJ22390|RP11-295M18.1	MOCO sulphurase C-terminal domain containing 1	0			1	0	3	50-75pure	9	3%	1	proteomics	8	1	219026893	219054352	MOSC_N | MOSC
	130888	66153	HomoloGene	FBXO36	FLJ37592|FLJ41090|Fbx36	F-box protein 36	0			0	0	0		-6	82%	0			2	230495457	230584169	F-box
	400569	66172	HomoloGene	MED11	HSPC296|MGC88387	"mediator of RNA polymerase II transcription, subunit 11 homolog (S. cerevisiae)"	0			-2	0	1		-7	85%	0			17	4581471	4583644	
	54939	66199	HomoloGene	COMMD4	FLJ20452	COMM domain containing 4	0			-1	1	3		-11	93%	0			15	73415426	73419666	HCaRG
	730127	66214	HomoloGene	LOC730127	-	hypothetical protein LOC730127	0			-2	2	2		-4	62%	0			13	40929232	40929660	
	80145	66231	HomoloGene	THOC7	FLJ23445|NIF3L1BP1	THO complex 7 homolog (Drosophila)	0			-2	1			-6	76%	0			3	63794585	63824548	DUF783
	113452	66260	HomoloGene	TMEM54	BCLP|CAC-1|CAC1|MGC10137	transmembrane protein 54	0			-2	0	0		-7	85%	0			1	33132782	33139539	
	55142	66296	HomoloGene	CEP27	C15orf25|FLJ10460|HsT17025	centrosomal protein 27kDa	0			-2	0			-6	76%	0			15	40628344	40647333	
	29100	66320	MGI	HSPC171	-	HSPC171 protein	0			-1	0	2		-11	93%	0			16	65818514	65820681	DUF788
	493861	66341	HomoloGene	EID3	FLJ25832|NSE4B|NSMCE4B	EP300 interacting inhibitor of differentiation 3	0			-1	0	0		-11	93%	0			12	103221678	103223112	Nse4
	54920	66369	HomoloGene	DUS2L	DUS2|FLJ20399|SMM1|URLC8	"dihydrouridine synthase 2-like, SMM1 homolog (S. cerevisiae)"	0		2.90E-15	-1	0			-7	85%	1	gfp_validated		16	66614704	66670684	dsrm | Dus
	28985	66405	HomoloGene	MCTS1	MCT-1|MCT1	malignant T cell amplified sequence 1	0			-1	0	2		-11	93%	0			X	119621862	119630269	PUA
	119032	66439	HomoloGene	C10orf32	AS3MT|CYT19|DKFZp686B2219|FLJ40752|MGC27171	chromosome 10 open reading frame 32	0			-2	0	1		-7	85%	0			10	104604008	104613959	
	4267	66478	MGI	CD99	MIC2|MIC2X|MIC2Y	CD99 molecule	0			-2	1	4		-7	85%	0			X|Y	2619227	2669349	
	79144	66496	HomoloGene	C20orf149	FLJ21046|MGC2479|dJ697K14.9	chromosome 20 open reading frame 149	2			-2	2	0		2	15%	0			20	61622576	61623967	
	80700	66530	HomoloGene	UBXD1	DKFZp667D109|UBXDC2	UBX domain containing 1	0			-1	0			-10	90%	0			19	4396260	4408789	UBX
	51575	66580	HomoloGene	ESF1	ABTAP|C20orf6|FLJ20368|HDCMC28P|bA526K24.1	"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)"	0			-2	2	1		-4	63%	0			20	13642968	13713531	
	10922	66587	HomoloGene	FASTK	FAST	Fas-activated serine/threonine kinase	4			-2	2	26		6	7%	1	gfp_validated		7	150404640	150408883	FAST_1 | FAST_2 | RAP
	28989	66617	HomoloGene	C9orf32	AD-003	chromosome 9 open reading frame 32	0			0	0			-5	73%	0			9	131428255	131437699	Methyltransf_11 | Methyltransf_12 | DUF858
	55290	66653	HomoloGene	BRF2	BRFU|FLJ11052|TFIIIB50	"BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like"	0			-1	0			-10	90%	0			8	37820557	37826568	TFIIB_Zn_Ribbon
	90843	66684	HomoloGene	TCEAL8	MGC45400	transcription elongation factor A (SII)-like 8	0			-1				-9	88%	0			X	102394578	102396776	TFA
	257236	66717	HomoloGene	CCDC96	FLJ90575|MGC138479	coiled-coil domain containing 96	0			-2	2	0		-4	63%	0			4	7093798	7095566	
	404220	66761	HomoloGene	C6orf201	MGC87625|dJ1013A10.5	chromosome 6 open reading frame 201	0			-2	0	0		-7	85%	0			6	4024449	4075997	
	55013	66815	HomoloGene	CCDC109B	FLJ20647	coiled-coil domain containing 109B	1			-2	0	0		4	12%	0			4	110700865	110828320	DUF607
	29095	66844	HomoloGene	ORMDL2	HSPC160|MST095|MSTP095|adoplin-2	ORM1-like 2 (S. cerevisiae)	0			-2	0	0	0-25ambig	-5	71%	0		1	12	54499048	54501225	ORMDL
	64747	66868	HomoloGene	MFSD1	FLJ14153|UG0581B09	major facilitator superfamily domain containing 1	0		0.00081	-1	1	4	0-25ambig	-6	78%	0		7	3	160002605	160030197	MFS_1
	81608	66899	HomoloGene	FIP1L1	DKFZp586K0717|FLJ33619|Rhe	FIP1 like 1 (S. cerevisiae)	0			-1	0	0		-11	93%	0			4	53938619	54020598	Fip1
	90871	66928	HomoloGene	C9orf123	MGC4730	chromosome 9 open reading frame 123	5			-2	0	1	0-25ambig	-3	55%	0		10	9	7786489	7789798	
	89778	66957	HomoloGene	SERPINB11	EPIPIN|SERPINB11d|SERPINB11e|SERPINB11f	"serpin peptidase inhibitor, clade B (ovalbumin), member 11"	0			-1	0	0		-11	93%	0			18	59528407	59541612	Serpin
	152002	268880	HomoloGene	C3orf21	FLJ35155	chromosome 3 open reading frame 21	0			-2	0	0		-7	85%	0			3	196270301	196473165	
	11131	268958	HomoloGene	CAPN11	calpain11	calpain 11	0			-1		0	0-25ambig	-9	87%	0		2	6	44234525	44260116	Calpain_III | Peptidase_C2 | efhand
	79869	269061	HomoloGene	FLJ12529	FLJ39024|MGC9315	"pre-mRNA cleavage factor I, 59 kDa subunit"	0			0	0	0		-6	82%	0			11	60926776	60953848	RRM_1
	349667	269295	HomoloGene	RTN4RL2	NGRH1|NgR2	reticulon 4 receptor-like 2	0			0	0			-5	73%	0			11	56984914	57000959	LRR_1
	79960	269424	HomoloGene	PHF17	FLJ22479|JADE1|KIAA1807	PHD finger protein 17	0			-1	0	0		-11	93%	0			4	129950307	130012866	PHD
	375612	269629	HomoloGene	LHFPL3	LHFPL4	lipoma HMGIC fusion partner-like 3	0			-2	0	0		-7	85%	0			7	103756339	104334914	
	375323	269788	HomoloGene	LHFPL4	MGC133162	lipoma HMGIC fusion partner-like 4	0			-2	0	0		-7	85%	0			3	9518480	9570485	
	728215	270028	HomoloGene	LOC728215	-	similar to transmembrane protein 28	0			-2	0	1		-7	85%	0			13	106618879	107317083	
	120376	270157	HomoloGene	LOC120376	-	hypothetical protein LOC120376	5			-2				-3	54%	0			11	110674516	110684669	
	55771	270906	HomoloGene	PRR11	FLJ11029	proline rich 11	0			-2		0		-6	77%	0			17	54587874	54633928	
	399694	271849	HomoloGene	SHC4	MGC34023|RaLP	"SHC (Src homology 2 domain containing) family, member 4"	4			0		0		-3	53%	0			15	46903225	47042932	PID | SH2
	91937	276891	HomoloGene	TIMD4	FLJ27515	T-cell immunoglobulin and mucin domain containing 4	0			-1	0	0		-11	93%	0			5	156278947	156322843	V-set
	9537	277414	HomoloGene	TP53I11	PIG11	tumor protein p53 inducible protein 11	0			-2	0	0		-7	85%	0			11	44911162	44929009	
	149563	277744	HomoloGene	C1orf64	MGC24047|RP11-5P18.4	chromosome 1 open reading frame 64	5			-2	0			-4	62%	0			1	16203317	16205770	
	25807	279766	HomoloGene	RHBDD3	C22orf3|HS984G1A|PTAG	rhomboid domain containing 3	0			0	0	1		-6	82%	0			22	27985843	27993913	Rhomboid | UBA
	8351	319150	HomoloGene	HIST1H3D	H3/b|H3FB	"histone cluster 1, H3d"	0			-1				-9	88%	0			6	26304990	26307442	Histone
	8334	319163	HomoloGene	HIST1H2AC	H2A/l|H2AFL|MGC99519|dJ221C16.4	"histone cluster 1, H2ac"	4			-1		0		-7	85%	0			6	26232351	26232896	Histone
	8344	319183	HomoloGene	HIST1H2BE	H2B.h|H2B/h|H2BFH|H2BFN|dJ221C16.8	"histone cluster 1, H2be"	0			-1				-9	88%	0			6	26292002	26292436	Histone
	6139	319195	HomoloGene	RPL17	MGC117162|rpL23	ribosomal protein L17	0		0.000017	0				-1	43%	0			18	45268851	45272903	Ribosomal_L22
	10992	319322	HomoloGene	SF3B2	SAP145|SF3B145|SF3b1|SF3b150	"splicing factor 3b, subunit 2, 145kDa"	0			-1	3	0		-7	82%	0			11	65576391	65592957	SAP | DUF382 | PSP
	55066	319518	HomoloGene	PDPR	DKFZp686A088|DKFZp686D16130|FLJ10079	pyruvate dehydrogenase phosphatase regulatory subunit	1			1	2		50-75pure	24	0%	1	proteomics	11	16	68705029	68752684	GCV_T_C | DAO | GCV_T
	115950	319601	HomoloGene	ZNF653	E430039K05Rik|ZIP67	zinc finger protein 653	0			0	0	0		-6	82%	0			19	11455245	11477653	zf-C2H2
	554251	319701	HomoloGene	LOC554251	-	hypothetical protein LOC554251	0			0		1		-6	75%	0			2	68543001	68547893	F-box
	57495	319807	HomoloGene	KIAA1239	-	KIAA1239	0			0	0	1		-6	82%	0			4	36923084	37127481	
	23086	320051	HomoloGene	EXPH5	DKFZp781H0795|KIAA0624|MGC133291|MGC134967|SLAC2-B	exophilin 5	0			-2	0	0		-7	85%	0			11	107884885	107969569	
	408263	320116	HomoloGene	MGC27121	-	MGC27121 gene	0			-2	0	0		-7	85%	0			5	156701616	156705256	
GO mito annotation	253827	320183	HomoloGene	MSRB3	DKFZp686C1178|FLJ36866	methionine sulfoxide reductase B3	5			-2	0	2		-5	69%	0			12	63958754	64146953	SelR
	8939	320267	HomoloGene	FUBP3	FBP3	far upstream element (FUSE) binding protein 3	0			-1	0			-10	90%	0			9	132444807	132503559	KH_2 | KH_1
	63035	320376	HomoloGene	BCORL1	B930011H20Rik|FLJ11362	BCL6 co-repressor-like 1	0		0.0000041	0				-1	43%	0			X	128944349	129019281	Ank
	22843	320472	HomoloGene	PPM1E	DKFZp781F1422|KIAA1072|POPX1|PP2CH	protein phosphatase 1E (PP2C domain containing)	0			0	0			-5	73%	0			17	54188230	54417318	PP2C
	57091	320664	HomoloGene	C20orf32	HEFL	chromosome 20 open reading frame 32	0			-1				-9	88%	0			20	54420770	54467242	SH3_1 | Serine_rich | SH3_2
	10526	320727	HomoloGene	IPO8	FLJ26580|RANBP8	importin 8	0			-1	1	0		-11	93%	0			12	30673188	30740017	IBN_N
	257194	320840	HomoloGene	NEGR1	DMML2433|KILON|MGC46680|Ntra	neuronal growth regulator 1	0			-1	0	0		-11	93%	0			1	71641212	72520864	I-set | ig | V-set
	9730	321006	HomoloGene	VPRBP	KIAA0800|MGC102804	Vpr (HIV-1) binding protein	0			-2	0			-6	76%	0			3	51408337	51509040	LisH
	92181	327900	HomoloGene	UBTD2	DC-UbP|DCUBP|MGC30022	ubiquitin domain containing 2	0			-1	0	0		-11	93%	0			5	171571004	171643247	ubiquitin
	55015	328110	HomoloGene	PRPF39	FLJ11128|FLJ20666|MGC149842|MGC149843	PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae)	0			-2	0	0		-7	85%	0			14	44623073	44654551	
	81616	328845	HomoloGene	ACSBG2	BGR|BRGL|DKFZp434K1635|MGC111089|PRTD-NY3	acyl-CoA synthetase bubblegum family member 2	0	1	0.00000031	0	0	0		2	17%	0			19	6086709	6144111	AMP-binding
	148753	329274	HomoloGene	C1orf76	MGC16664|NDSP|RP11-12M5.2	chromosome 1 open reading frame 76	0			-2		2		-6	77%	0			1	177978920	178051955	
	9921	50849	HomoloGene	RNF10	KIAA0262|MGC126758|MGC126764|RIE2	ring finger protein 10	0			0	0	0		-6	82%	0			12	119456537	119499739	zf-C3HC4
	57689	241568	HomoloGene	LRRC4C	KIAA1580|NGL-1|NGL1	leucine rich repeat containing 4C	0			-1		0		-10	90%	0			11	40092328	40272239	LRRNT | I-set | LRR_1 | ig | V-set
	196264	319742	HomoloGene	LOC196264	-	hypothetical protein LOC196264	0			-2	0	1		-7	85%	0			11	117605545	117628220	V-set
	56658	79263	HomoloGene	TRIM39	MGC32984|RNF23|TFP	tripartite motif-containing 39	0			-1	0	0	0-25ambig	-9	89%	0		1	6	30403018	30419484	zf-B_box | zf-C3HC4 | SPRY
	79092	170720	HomoloGene	CARD14	BIMP2|CARMA2	"caspase recruitment domain family, member 14"	0			0		1	0-25ambig	-4	62%	0		4	17	75766875	75797445	CARD
	64405	104010	HomoloGene	CDH22	C20orf25|MGC39564|dJ998H6.1	cadherin-like 22	0			-1		0	0-25ambig	-9	87%	0		1	20	44235782	44313740	Cadherin_C | Cadherin
	479	192113	HomoloGene	ATP12A	ATP1AL1	"ATPase, H+/K+ transporting, nongastric, alpha polypeptide"	0			-1	0	0	0-25ambig	-9	89%	0		12	13	24152694	24183917	Cation_ATPase_C | E1-E2_ATPase | Hydrolase | Cation_ATPase_N
T~mito	1196	12748	HomoloGene	CLK2	MGC61500|hCLK2	CDC-like kinase 2	5			0	0	1		-4	64%	0			1	153499282	153509904	Pkinase
T~mito	9351	65962	HomoloGene	SLC9A3R2	E3KARP|MGC104639|NHE3RF2|NHERF-2|NHERF2|OCTS2|SIP-1|SIP1|TKA-1	"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2"	4			-1	1	0		-8	86%	0			16	2016929	2028483	PDZ | EBP50_C-term
	51490	227695	HomoloGene	C9orf114	DKFZP566D143|HSPC109|MGC29492|RP11-545E17.7	chromosome 9 open reading frame 114	0			-2	0	1		-7	85%	0			9	130624165	130631905	DUF171
	23511	227699	HomoloGene	NUP188	FLJ21639|KIAA0169	nucleoporin 188kDa	5			-2	0	0	0-25ambig	-3	55%	0		2	9	130749797	130809194	
	79843	241128	MGI	FAM124B	FLJ22746	family with sequence similarity 124B	0			-2		1		-6	77%	0			2	224951658	224974954	
	9182	237504	HomoloGene	PAMCI	P-CIP1	peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor	0			-2		0		-6	77%	0			12	84722461	84754212	
T~mito	1870	242705	HomoloGene	E2F2	E2F-2	E2F transcription factor 2	5			-1		1		-8	87%	0			1	23705508	23730299	E2F_TDP
T~mito	9651	269615	HomoloGene	PLCH2	PLC-eta2|PLCL4|PLCeta2|RP3-395M20.1	"phospholipase C, eta 2"	0			-1	0	0		-11	93%	0			1	2397613	2426823	PI-PLC-Y | PH | efhand_like | PI-PLC-X | efhand | C2
	80712	13984	HomoloGene	ESX1	ESX1L|ESXR1	"extraembryonic, spermatogenesis, homeobox 1 homolog (mouse)"	0			-1	0	0		-11	93%	0			X	103381374	103386243	Homeobox
	8853	211914	HomoloGene	DDEF2	AMAP2|FLJ42910|KIAA0400|PAG3|PAP|Pap-alpha|SHAG1	development and differentiation enhancing factor 2	0			-1	0	0		-11	93%	0			2	9264344	9463256	SH3_1 | PH | ArfGap | SH3_2 | Ank
GO mito annotation	4357	246221	HomoloGene	MPST	MGC24539|MST|TST2	mercaptopyruvate sulfurtransferase	4			0	0	5	50-75pure	11	3%	1	proteomics	14	22	35745647	35755808	Rhodanese
	341799	404319	HomoloGene	OR6S1	OR14-37|OR6S1Q	"olfactory receptor, family 6, subfamily S, member 1"	0			-1		0		-10	90%	0			14	20178694	20179689	7tm_1
	5494	19042	HomoloGene	PPM1A	MGC9201|PP2C-ALPHA|PP2CA	"protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform"	0			0	1	2		-6	82%	0			14	59782222	59829825	PP2C_C | PP2C
	5313	18770	HomoloGene	PKLR	PK1|PKL|RPK	"pyruvate kinase, liver and RBC"	0			-2	3	1	0-25ambig	-1	37%	0		11	1	153526253	153537834	PK | PK_C
	10380	23827	HomoloGene	BPNT1	PIP	"3'(2'), 5'-bisphosphate nucleotidase 1"	5		0.00002	-1	0	2	50-75ambig	0	30%	0		12	1	218297448	218329806	Inositol_P
T~mito	1380	12902	HomoloGene	CR2	C3DR|CD21	complement component (3d/Epstein Barr virus) receptor 2	0			-1	0	0		-11	93%	0			1	205694292	205729862	Sushi
	79442	74249	HomoloGene	LRRC2	-	leucine rich repeat containing 2	0			0	3	5		2	16%	0			3	46531916	46596575	LRR_1
	7140	21957	HomoloGene	TNNT3	AMCD2B|DA2B|DKFZp779M2348|FSSV	"troponin T type 3 (skeletal, fast)"	0			-2	0	0		-7	85%	0			11	1900668	1916509	Troponin
	7755	22654	HomoloGene	ZNF205	ZNF210|Zfp13	zinc finger protein 205	0			-1	0	0		-11	93%	0			16	3102606	3110518	zf-C2H2 | KRAB
	23019	234594	HomoloGene	CNOT1	AD-005|CDC39|DKFZp686E0722|FLJ90644|KIAA1007|NOT1|NOT1H	"CCR4-NOT transcription complex, subunit 1"	0			-1	0	1	0-25ambig	-9	89%	0		2	16	57111355	57221250	Not1
	27023	64290	HomoloGene	FOXB1	FKH5|HFKH-5	forkhead box B1	0			-1	0	0		-11	93%	0			15	58084426	58085433	Fork_head
	7326	67128	HomoloGene	UBE2G1	E217K|UBC7|UBE2G	"ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)"	0			-1	2	0		-8	87%	0			17	4119260	4216717	UQ_con
T~mito	7273	22138	HomoloGene	TTN	CMD1G|CMH9|CMPD4|DKFZp451N061|FLJ26020|FLJ26409|FLJ32040|FLJ34413|FLJ39564|FLJ43066|HMERF|LGMD2J|TMD	titin	0			-1	3	4	0-25pure	-1	36%	0		13	2	179098961	179380393	Titin_Z | Pkinase | I-set | PPAK | fn3 | ig | V-set
T~mito	9265	19159	HomoloGene	PSCD3	ARNO3|GRP1	"pleckstrin homology, Sec7 and coiled-coil domains 3"	0		2.60E-27	-1	1	0		-8	87%	0			7	6167934	6278766	PH | Sec7
	114822	14787	HomoloGene	RHPN1	KIAA1929|ODF5|RHPN	"rhophilin, Rho GTPase binding protein 1"	0			-1	0	0		-11	93%	0			8	144522532	144535963	PDZ | BRO1 | HR1
	55203	246316	HomoloGene	LGI2	FLJ10675|KIAA1916|LGIL2|MGC126808|MGC126810	"leucine-rich repeat LGI family, member 2"	0			-1	0	0		-11	93%	0			4	24612487	24641412	EPTP | LRR_1
	84000	214531	HomoloGene	TMPRSS13	MSP|MSPL|MSPS|TMPRSS11	"transmembrane protease, serine 13"	3			-1	0	0	0-25ambig	-5	71%	0		2	11	117276569	117305301	Trypsin
	7553	223669	HomoloGene	ZNF7	FLJ38706|HF.16|KOX4|zf30	zinc finger protein 7	0			-1	0	2		-11	93%	0			8	146023806	146039408	zf-C2H2 | KRAB
	733	69379	HomoloGene	C8G	C8C|MGC142186	"complement component 8, gamma polypeptide"	0			0	0	1		-6	82%	0			9	138959533	138961239	Lipocalin
T~mito	5049	18475	HomoloGene	PAFAH1B2	-	"platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa"	0			-1	0	1	25-50crude	-9	89%	0		7	11	116520249	116544023	Lipase_GDSL
T~mito	5154	18590	HomoloGene	PDGFA	PDGF-A|PDGF1	platelet-derived growth factor alpha polypeptide	0			-1	1			-10	90%	0			7	503420	526006	PDGF | PDGF_N
T~mito	5308	18741	HomoloGene	PITX2	ARP1|Brx1|IDG2|IGDS|IGDS2|IHG2|IRID2|MGC111022|MGC20144|Otlx2|PTX2|RGS|RIEG|RIEG1|RS	paired-like homeodomain transcription factor 2	0			-1	1	1		-11	93%	0			4	111758027	111777956	Homeobox | OAR
T~mito	8929	18935	HomoloGene	PHOX2B	NBPhox|PMX2B	paired-like homeobox 2b	0			-1	0	1		-11	93%	0			4	41440856	41445743	Homeobox
T~mito	5458	18997	HomoloGene	POU4F2	BRN3.2|BRN3B|Brn-3b	"POU domain, class 4, transcription factor 2"	4			-1	0	0		-8	86%	0			4	147779537	147783072	Homeobox | Pou
T~mito	5592	19091	HomoloGene	PRKG1	CGKI|FLJ36117|MGC71944|PGK|PRKG1B|PRKGR1B|cGKI-BETA|cGKI-alpha	"protein kinase, cGMP-dependent, type I"	0			-1	2	1	0-25ambig	-6	76%	0		2	10	52504298	53725283	cNMP_binding | Pkinase
T~mito	5623	19197	HomoloGene	PSPN	PSP	persephin	0			-1	0	0		-11	93%	0			19	6326304	6326859	TGF_beta
T~mito	5756	19230	HomoloGene	TWF1	A6|MGC23788|MGC41876|PTK9	"twinfilin, actin-binding protein, homolog 1 (Drosophila)"	0			-1	1	1		-11	93%	0			12	42473792	42486444	Cofilin_ADF
T~mito	5829	19303	HomoloGene	PXN	FLJ16691	paxillin	0			-1	1			-10	90%	0			12	119132639	119187891	Paxillin | LIM
T~mito	5879	19353	HomoloGene	RAC1	MGC111543|MIG5|TC-25|p21-Rac1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	0			0	0	1	50-75crude	-5	69%	0		13	7	6380650	6410122	Miro | Ras
T~mito	5962	19684	HomoloGene	RDX	-	radixin	0			-1	1	0	0-25crude	-12	93%	0		9	11	109605375	109672646	Band_41 | ERM
T~mito	9104	19733	HomoloGene	RGN	RC|SMP30	regucalcin (senescence marker protein-30)	0			-2	0	0	0-25crude	-8	86%	0		1	X	46822718	46837655	SGL
T~mito	6304	20230	HomoloGene	SATB1	-	special AT-rich sequence binding protein 1 (binds to nuclear matrix/scaffold-associating DNA's)	0			-1	0			-10	90%	0			3	18364437	18440343	CUT | Homeobox
T~mito	23191	20430	HomoloGene	CYFIP1	FLJ45151|P140SRA-1|SHYC	cytoplasmic FMR1 interacting protein 1	0		0.00081	-2	0	0	0-25ambig	-2	49%	0		6	15	20444124	20555043	FragX_IP
T~mito	6517	20528	HomoloGene	SLC2A4	GLUT4	"solute carrier family 2 (facilitated glucose transporter), member 4"	0		0.00031	-1	7	4		-4	62%	0			17	7125777	7132090	Sugar_tr | MFS_1
T~mito	6632	20641	HomoloGene	SNRPD1	HsT2456|SMD1|SNRPD	small nuclear ribonucleoprotein D1 polypeptide 16kDa	0			-1	0	1		-11	93%	0			18	17446257	17464205	LSM
T~mito	6693	20737	HomoloGene	SPN	CD43|GPL115|LSN	"sialophorin (leukosialin, CD43)"	0			-2	0	0		-7	85%	0			16	29581800	29589328	
T~mito	6774	20848	HomoloGene	STAT3	APRF|FLJ20882|MGC16063	signal transducer and activator of transcription 3 (acute-phase response factor)	0			-1	0	0	0-25ambig	-9	89%	0		2	17	37718868	37794038	STAT_alpha | STAT_int | SH2 | STAT_bind
T~mito	6382	20969	HomoloGene	SDC1	CD138|SDC|SYND1	syndecan 1	0			-2	0	0		-7	85%	0			2	20264038	20288674	Syndecan
T~mito	6907	21372	HomoloGene	TBL1X	EBI|TBL1	transducin (beta)-like 1X-linked	0			-1	0	2		-11	93%	0			X	9393047	9647777	LisH | WD40
T~mito	6950	21454	HomoloGene	TCP1	CCT-alpha|CCT1|CCTa|D6S230E|TCP-1-alpha	t-complex 1	0		1.20E-09	0	0	1	0-25crude	-5	68%	0		7	6	160119519	160130724	Cpn60_TCP1
T~mito	7041	21804	HomoloGene	TGFB1I1	ARA55|HIC-5|HIC5|TSC-5	transforming growth factor beta 1 induced transcript 1	0			-1	0			-10	90%	0			16	31392026	31396780	LIM
T~mito	7082	21872	HomoloGene	TJP1	DKFZp686M05161|MGC133289|ZO-1	tight junction protein 1 (zona occludens 1)	0			-1	0	1	0-25ambig	-9	89%	0		2	15	27779647	27901997	SH3_1 | PDZ | SH3_2 | ZU5
T~mito	9191	21945	HomoloGene	DEDD	CASP8IP1|DEDD1|DEFT|FLDED1|KE05	death effector domain containing	0			-1	0	2		-11	93%	0			1	159357390	159369101	DED
T~mito	7161	22062	HomoloGene	TP73	P73	tumor protein p73	0			-1	0			-10	90%	0			1	3558988	3639715	SAM_1 | P53 | P53_tetramer | SAM_2
T~mito	7320	22210	HomoloGene	UBE2B	E2-17kDa|HHR6B|HR6B|RAD6B|UBC2	ubiquitin-conjugating enzyme E2B (RAD6 homolog)	0			-1	2	5		-4	64%	0			5	133734768	133755697	UQ_con
T~mito	7422	22339	HomoloGene	VEGFA	MGC70609|VEGF|VEGF-A|VPF	vascular endothelial growth factor A	0			-1	2	0		-8	87%	0			6	43845930	43862201	PDGF
T~mito	7508	22591	HomoloGene	XPC	XP3|XPCC	"xeroderma pigmentosum, complementation group C"	5			-1	0			-8	86%	0			3	14161647	14195142	Rad4
T~mito	7589	22697	HomoloGene	ZSCAN21	DKFZp434L134|DKFZp686H10254|NY-REN-21|ZNF38|Zipro1	zinc finger and SCAN domain containing 21	0			-1	0	0		-11	93%	0			7	99485352	99500598	zf-C2H2 | SCAN
T~mito	10002	23958	HomoloGene	NR2E3	ESCS|MGC49976|PNR|RNR|rd7	"nuclear receptor subfamily 2, group E, member 3"	0			-1				-9	88%	0			15	69889947	69897653	zf-C4 | Hormone_recep
T~mito	10011	24068	HomoloGene	SRA1	MGC87674|SRA|SRAP|STRAA1|pp7684	steroid receptor RNA activator 1	0			-1	0	4		-11	93%	0			5	139910273	139917861	SRA1
T~mito	5594	26413	HomoloGene	MAPK1	ERK|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk	mitogen-activated protein kinase 1	0			0	1	0	0-25crude	-8	86%	0		4	22	20443945	20551969	Pkinase
T~mito	8533	26572	HomoloGene	COPS3	SGN3	COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis)	0			-1	2			-7	85%	0			17	17090863	17125315	PCI
T~mito	10483	27054	HomoloGene	SEC23B	-	Sec23 homolog B (S. cerevisiae)	0			-1	0	0		-11	93%	0			20	18436187	18490049	zf-Sec23_Sec24 | Gelsolin | Sec23_trunk | Sec23_helical | Sec23_BS
	440503	66968	HomoloGene	LSDP5	-	lipid storage droplet protein 5	0			-2	0	31		3	14%	0			19	4474091	4486202	Perilipin
	84984	66994	HomoloGene	C3orf34	MGC14126	chromosome 3 open reading frame 34	0			-2	2	1		-4	63%	0			3	197918297	197923490	
	64431	67019	HomoloGene	ACTR6	ARP6|CDA12|FLJ13433|HSPC281|MSTP136|hARP6|hARPX	ARP6 actin-related protein 6 homolog (yeast)	0			0	2	1		-3	59%	0			12	99118704	99142331	Actin
	11102	67053	HomoloGene	RPP14	P14	ribonuclease P 14kDa subunit	0			-1	0	0		-11	93%	0			3	58267050	58279282	RNase_P_Rpp14
	84281	67080	HomoloGene	MGC13057	-	hypothetical protein MGC13057	0			-2	1	1	50-75ambig	-1	35%	0		1	2	190753925	190773184	
	27163	67111	HomoloGene	ASAHL	NAAA|PLT	N-acylsphingosine amidohydrolase (acid ceramidase)-like	0			-2	0		25-50crude	-4	63%	0		5	4	77057648	77081169	CBAH
	51271	67123	HomoloGene	UBAP1	MGC119669|MGC8710|NAG20|UAP|UBAP	ubiquitin associated protein 1	0			-2	0	5		-3	57%	0			9	34169010	34242520	UBA
	83640	67148	HomoloGene	FAM103A1	C15orf18|HsT19360|MGC102778|MGC2560	"family with sequence similarity 103, member A1"	0			-2	1	1		-7	85%	0			15	81445998	81450426	
	29089	67196	HomoloGene	UBE2T	HSPC150|PIG50	ubiquitin-conjugating enzyme E2T (putative)	0			-1	2	0		-8	86%	0			1	200567407	200577706	UQ_con
	112849	67217	HomoloGene	C14orf149	FLJ25436	chromosome 14 open reading frame 149	0			-2	0	4		-7	85%	0			14	59009158	59020825	Pro_racemase
